date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,ma10,ta10
2016-08-08,sh.600375,5.5900000000,5.6400000000,5.5500000000,5.6300000000,5.5900000000,4114527,23082858.0000,2,0.740368,1,0.715600,1,5.574000000000019,0.8480389000000003
2016-08-09,sh.600375,5.6100000000,5.6800000000,5.6100000000,5.6600000000,5.6300000000,3948815,22332061.0000,2,0.71055,1,0.532900,1,5.565000000000019,0.8140791000000002
2016-08-10,sh.600375,5.6700000000,5.6900000000,5.6500000000,5.6700000000,5.6600000000,3717101,21055880.0000,2,0.668855,1,0.176700,1,5.578000000000019,0.7255521000000003
2016-08-11,sh.600375,5.6700000000,5.6700000000,5.6000000000,5.6100000000,5.6700000000,3033200,17095945.0000,2,0.545794,1,-1.058200,1,5.584000000000019,0.6999464000000002
2016-08-12,sh.600375,5.6000000000,5.6800000000,5.5800000000,5.6700000000,5.6100000000,2872300,16206405.0000,2,0.516842,1,1.069500,1,5.59100000000002,0.6818208000000002
2016-08-15,sh.600375,5.6800000000,5.8200000000,5.6600000000,5.7500000000,5.6700000000,5497445,31517467.0000,2,0.9892110000000001,1,1.410900,1,5.619000000000019,0.6864197000000003
2016-08-16,sh.600375,5.7500000000,5.7800000000,5.7200000000,5.7700000000,5.7500000000,4292850,24705140.0000,2,0.772456,1,0.347800,1,5.647000000000019,0.7057102000000002
2016-08-17,sh.600375,5.7600000000,5.8000000000,5.7300000000,5.7800000000,5.7700000000,4821451,27822423.0000,2,0.8675719999999999,1,0.173300,1,5.6700000000000195,0.7114999000000002
2016-08-18,sh.600375,5.7800000000,5.8600000000,5.7500000000,5.8300000000,5.7800000000,6590033,38409927.0000,2,1.185811,1,0.865000,1,5.696000000000019,0.7751723000000001
2016-08-19,sh.600375,5.8500000000,5.8800000000,5.8000000000,5.8800000000,5.8300000000,5064237,29528500.0000,2,0.911259,1,0.857600,1,5.72500000000002,0.7908718000000001
2016-08-22,sh.600375,5.8800000000,5.9100000000,5.7900000000,5.8000000000,5.8800000000,5910860,34551066.0000,2,1.063601,1,-1.360500,1,5.7420000000000195,0.8231951000000001
2016-08-23,sh.600375,5.7800000000,5.8500000000,5.7700000000,5.8400000000,5.8000000000,3530125,20544864.0000,2,0.635211,1,0.689700,1,5.760000000000019,0.8156612000000001
2016-08-24,sh.600375,5.8400000000,5.8600000000,5.8000000000,5.8300000000,5.8400000000,3192250,18634183.0000,2,0.574414,1,-0.171200,1,5.776000000000019,0.8062170999999999
2016-08-25,sh.600375,5.8200000000,5.8200000000,5.6900000000,5.8000000000,5.8300000000,6232071,35914939.0000,2,1.121399,1,-0.514600,1,5.795000000000019,0.8637775999999999
2016-08-26,sh.600375,5.8200000000,5.9500000000,5.8100000000,5.9200000000,5.8000000000,8381593,49362941.0000,2,1.508184,1,2.069000,1,5.820000000000019,0.9629117999999999
2016-08-29,sh.600375,5.9300000000,6.1800000000,5.9000000000,6.0500000000,5.9200000000,12437976,75610025.0000,2,2.23809,1,2.195900,1,5.850000000000018,1.0877996999999997
2016-08-30,sh.600375,6.0600000000,6.1300000000,6.0500000000,6.0800000000,6.0500000000,6897384,41953167.0000,2,1.2411159999999999,1,0.495900,1,5.881000000000019,1.1346656999999998
2016-08-31,sh.600375,6.0700000000,6.1200000000,6.0300000000,6.0800000000,6.0800000000,5887017,35731255.0000,2,1.05931,1,0.000000,1,5.911000000000018,1.1538394999999997
2016-09-01,sh.600375,6.0800000000,6.1800000000,6.0600000000,6.1000000000,6.0800000000,6689354,40957050.0000,2,1.203683,1,0.328900,1,5.938000000000018,1.1556266999999998
2016-09-02,sh.600375,6.1500000000,6.4100000000,6.1100000000,6.3000000000,6.1000000000,22210885,140608564.0000,2,3.996628,1,3.278700,1,5.980000000000017,1.4641635999999998
2016-09-05,sh.600375,6.3000000000,6.5200000000,6.2500000000,6.4500000000,6.3000000000,15103512,96745321.0000,2,2.717727,1,2.380946,1,6.045000000000018,1.6295762
2016-09-06,sh.600375,6.4300000000,6.6400000000,6.4200000000,6.4500000000,6.4500000000,19715485,128932331.0000,2,3.5476059999999996,1,0.000000,1,6.106000000000018,1.9208157
2016-09-07,sh.600375,6.4500000000,6.5100000000,6.4200000000,6.4300000000,6.4500000000,10636257,68704590.0000,2,1.913889,1,-0.310077,1,6.166000000000018,2.0547632
2016-09-08,sh.600375,6.4100000000,6.5400000000,6.4100000000,6.4900000000,6.4300000000,7327001,47525084.0000,2,1.3184209999999998,1,0.933125,1,6.235000000000018,2.0744654000000002
2016-09-09,sh.600375,6.5300000000,6.6500000000,6.5000000000,6.5400000000,6.4900000000,7957922,52228352.0000,2,1.431949,1,0.770419,1,6.297000000000018,2.0668419
2016-09-12,sh.600375,6.4100000000,6.4500000000,6.2100000000,6.2200000000,6.5400000000,14484191,91171539.0000,2,2.606286,1,-4.892969,1,6.314000000000019,2.1036615000000003
2016-09-13,sh.600375,6.2600000000,6.3100000000,6.2100000000,6.3000000000,6.2200000000,7523795,47176598.0000,2,1.353832,1,1.286180,1,6.336000000000018,2.1149331000000005
2016-09-14,sh.600375,6.2700000000,6.6200000000,6.2100000000,6.6200000000,6.3000000000,19962874,131096662.0000,2,3.592121,1,5.079360,1,6.390000000000019,2.3682142
2016-09-19,sh.600375,6.6200000000,6.8000000000,6.5800000000,6.7900000000,6.6200000000,12502469,83761873.0000,2,2.249695,1,2.567977,1,6.45900000000002,2.4728154
2016-09-20,sh.600375,6.7600000000,6.8400000000,6.6700000000,6.6900000000,6.7900000000,10709696,72396023.0000,2,1.9271029999999998,1,-1.472753,1,6.498000000000021,2.2658628999999997
2016-09-21,sh.600375,6.6700000000,6.9000000000,6.6600000000,6.8600000000,6.6900000000,8381108,57177828.0000,2,1.508097,1,2.541107,1,6.53900000000002,2.1448998999999995
2016-09-22,sh.600375,6.8600000000,6.9300000000,6.8100000000,6.8300000000,6.8600000000,7269633,49735027.0000,2,1.308098,1,-0.437321,1,6.5770000000000195,1.9209491
2016-09-23,sh.600375,6.8300000000,6.8900000000,6.6800000000,6.7900000000,6.8300000000,8082640,54710387.0000,2,1.454391,1,-0.585651,1,6.613000000000019,1.8749993
2016-09-26,sh.600375,6.7500000000,6.8400000000,6.6100000000,6.6200000000,6.7900000000,7394100,49732949.0000,2,1.330495,1,-2.503683,1,6.626000000000021,1.8762066999999998
2016-09-27,sh.600375,6.6800000000,6.8200000000,6.6600000000,6.7900000000,6.6200000000,6482209,43701918.0000,2,1.166409,1,2.567977,1,6.65100000000002,1.8496527
2016-09-28,sh.600375,6.7900000000,6.8500000000,6.7400000000,6.7700000000,6.7900000000,6327300,42909842.0000,2,1.138535,1,-0.294550,1,6.70600000000002,1.7028776
2016-09-29,sh.600375,6.7400000000,6.8000000000,6.7200000000,6.7800000000,6.7700000000,4348202,29434867.0000,2,0.782416,1,0.147714,1,6.754000000000021,1.645736
2016-09-30,sh.600375,6.7800000000,6.8900000000,6.7600000000,6.8700000000,6.7800000000,5307975,36117661.0000,2,0.955117,1,1.327429,1,6.77900000000002,1.3820356000000003
2016-10-10,sh.600375,6.9200000000,7.2100000000,6.9000000000,7.2100000000,6.8700000000,10873633,77803587.0000,2,1.956602,1,4.949056,1,6.821000000000019,1.3527263
2016-10-11,sh.600375,7.2500000000,7.3100000000,7.1100000000,7.2100000000,7.2100000000,10841482,77916569.0000,2,1.9508169999999998,1,0.000000,1,6.873000000000019,1.3550977000000004
2016-10-12,sh.600375,7.2100000000,7.2500000000,7.1500000000,7.2300000000,7.2100000000,5825532,41935090.0000,2,1.048247,1,0.277392,1,6.91000000000002,1.3091127000000005
2016-10-13,sh.600375,7.2100000000,7.3100000000,7.1800000000,7.2600000000,7.2300000000,8594740,62366829.0000,2,1.546538,1,0.414941,1,6.95300000000002,1.3329567000000004
2016-10-14,sh.600375,7.2700000000,7.2700000000,7.1100000000,7.2300000000,7.2600000000,6277978,45126124.0000,2,1.12966,1,-0.413226,1,6.997000000000019,1.3004836000000004
2016-10-17,sh.600375,7.2200000000,7.4600000000,7.0600000000,7.0800000000,7.2300000000,12353874,89554903.0000,2,2.222957,1,-2.074690,1,7.043000000000019,1.3897298000000007
2016-10-18,sh.600375,7.1500000000,7.2600000000,7.1000000000,7.1900000000,7.0800000000,8202760,58879665.0000,2,1.476005,1,1.553674,1,7.083000000000018,1.4206894000000008
2016-10-19,sh.600375,7.2000000000,7.3100000000,7.2000000000,7.2400000000,7.1900000000,7543790,54757602.0000,2,1.35743,1,0.695406,1,7.1300000000000185,1.4425789000000004
2016-10-20,sh.600375,7.2100000000,7.2800000000,7.1900000000,7.2500000000,7.2400000000,5649400,40902981.0000,2,1.016553,1,0.138125,1,7.177000000000018,1.4659926000000005
2016-10-21,sh.600375,7.2300000000,7.3500000000,7.1600000000,7.3400000000,7.2500000000,9167534,66601215.0000,2,1.649607,1,1.241381,1,7.224000000000018,1.5354416000000006
2016-10-24,sh.600375,7.3200000000,7.4100000000,7.3000000000,7.3500000000,7.3400000000,5493344,40498340.0000,2,0.9884729999999999,1,0.136236,1,7.238000000000018,1.4386287000000006
2016-10-25,sh.600375,7.3700000000,7.3700000000,7.2600000000,7.3000000000,7.3500000000,5800692,42362832.0000,2,1.043777,1,-0.680268,1,7.2470000000000185,1.3479247000000008
2016-10-26,sh.600375,7.3000000000,7.3000000000,7.1100000000,7.1600000000,7.3000000000,9217303,66111934.0000,2,1.6585619999999999,1,-1.917813,1,7.240000000000018,1.4089562000000009
2016-10-27,sh.600375,7.1600000000,7.1600000000,6.9100000000,6.9600000000,7.1600000000,12090501,84582489.0000,2,2.175566,1,-2.793293,1,7.210000000000017,1.4718590000000007
2016-10-28,sh.600375,6.9500000000,6.9900000000,6.8600000000,6.9300000000,6.9600000000,7126622,49339806.0000,2,1.282365,1,-0.431038,1,7.180000000000017,1.4871295000000009
2016-10-31,sh.600375,6.9900000000,7.1800000000,6.9100000000,7.1400000000,6.9300000000,7742261,54437811.0000,2,1.393143,1,3.030304,1,7.186000000000017,1.404148100000001
2016-11-01,sh.600375,7.3000000000,7.3000000000,7.1000000000,7.1700000000,7.1400000000,5674263,40634360.0000,2,1.0210270000000001,1,0.420171,1,7.184000000000017,1.3586503000000008
2016-11-02,sh.600375,7.1700000000,7.2200000000,7.0800000000,7.1300000000,7.1700000000,5421173,38639635.0000,2,0.9754860000000001,1,-0.557879,1,7.173000000000018,1.3204559000000007
2016-11-03,sh.600375,7.1000000000,7.1500000000,7.0500000000,7.0900000000,7.1300000000,5227900,37144417.0000,2,0.940709,1,-0.561009,1,7.157000000000018,1.3128715000000006
2016-11-04,sh.600375,7.0900000000,7.1100000000,6.9700000000,7.0100000000,7.0900000000,6310907,44414380.0000,2,1.135585,1,-1.128349,1,7.124000000000018,1.2614693000000008
2016-11-07,sh.600375,7.0000000000,7.0700000000,6.9500000000,6.9600000000,7.0100000000,6575000,46052284.0000,2,1.183106,1,-0.713270,1,7.085000000000018,1.280932600000001
2016-11-08,sh.600375,6.9800000000,7.0800000000,6.9600000000,7.0400000000,6.9600000000,6147200,43163737.0000,2,1.106128,1,1.149424,1,7.059000000000019,1.2871677000000008
2016-11-09,sh.600375,7.0000000000,7.0600000000,6.9000000000,6.9600000000,7.0400000000,7053700,49257680.0000,2,1.2692430000000001,1,-1.136363,1,7.039000000000018,1.248235800000001
2016-11-10,sh.600375,7.0200000000,7.0700000000,6.9800000000,7.0400000000,6.9600000000,11233732,78835304.0000,2,2.021398,1,1.149424,1,7.04700000000002,1.2328190000000008
2016-11-11,sh.600375,7.0400000000,7.2800000000,7.0100000000,7.2300000000,7.0400000000,12089389,86895378.0000,2,2.175365,1,2.698864,1,7.077000000000021,1.322119000000001
2016-11-14,sh.600375,7.2300000000,7.2800000000,7.1500000000,7.1800000000,7.2300000000,11066613,79746738.0000,2,1.991327,1,-0.691566,1,7.081000000000022,1.3819374000000009
2016-11-15,sh.600375,7.1900000000,7.2500000000,7.1500000000,7.1900000000,7.1800000000,7791970,56057591.0000,2,1.402088,1,0.139279,1,7.0830000000000215,1.420043500000001
2016-11-16,sh.600375,7.1900000000,7.2400000000,7.1600000000,7.2000000000,7.1900000000,9686301,69738255.0000,2,1.7429540000000001,1,0.139079,1,7.090000000000022,1.4967903000000011
2016-11-17,sh.600375,7.1800000000,7.2100000000,7.0900000000,7.1400000000,7.2000000000,11192917,80010127.0000,2,2.0140540000000002,1,-0.833333,1,7.095000000000022,1.604124800000001
2016-11-18,sh.600375,7.1200000000,7.1500000000,6.9900000000,7.0300000000,7.1400000000,13194312,93124618.0000,2,2.3741849999999998,1,-1.540612,1,7.097000000000021,1.727984800000001
2016-11-21,sh.600375,7.0000000000,7.0500000000,6.9300000000,7.0100000000,7.0300000000,8989641,62928184.0000,2,1.617597,1,-0.284495,1,7.1020000000000225,1.7714339000000012
2016-11-22,sh.600375,7.0200000000,7.0900000000,6.9500000000,7.0000000000,7.0100000000,10801500,75613342.0000,2,1.9436229999999999,1,-0.142657,1,7.098000000000022,1.8551834000000014
2016-11-23,sh.600375,7.0500000000,7.0900000000,6.9600000000,7.0400000000,7.0000000000,10180647,71498403.0000,2,1.831906,1,0.571428,1,7.106000000000023,1.9114497000000015
2016-11-24,sh.600375,7.0100000000,7.0300000000,6.9500000000,7.0000000000,7.0400000000,6355400,44450899.0000,2,1.143591,1,-0.568181,1,7.1020000000000225,1.8236690000000013
2016-11-25,sh.600375,6.9800000000,7.0000000000,6.8000000000,6.9900000000,7.0000000000,10158030,69907226.0000,2,1.827837,1,-0.142860,1,7.078000000000022,1.7889162000000014
2016-11-28,sh.600375,6.9700000000,7.0700000000,6.9000000000,6.9800000000,6.9900000000,9069688,63346269.0000,2,1.632,1,-0.143058,1,7.058000000000021,1.7529835000000014
2016-11-29,sh.600375,6.9700000000,7.0500000000,6.9000000000,6.9300000000,6.9800000000,9327807,65199320.0000,2,1.6784459999999999,1,-0.716335,1,7.032000000000022,1.7806193000000015
2016-11-30,sh.600375,6.9100000000,6.9100000000,6.5800000000,6.6600000000,6.9300000000,17736929,118841524.0000,2,3.191584,1,-3.896104,1,6.978000000000021,1.9254823000000012
2016-12-01,sh.600375,6.6700000000,6.7600000000,6.6500000000,6.7200000000,6.6600000000,7705261,51651154.0000,2,1.386485,1,0.900900,1,6.936000000000021,1.862725400000001
2016-12-02,sh.600375,6.7000000000,6.7500000000,6.6300000000,6.6600000000,6.7200000000,5725410,38286242.0000,2,1.030231,1,-0.892856,1,6.8990000000000204,1.728330000000001
2016-12-05,sh.600375,6.5500000000,6.7200000000,6.5000000000,6.6800000000,6.6600000000,5241833,34930450.0000,2,0.9432159999999999,1,0.300300,1,6.866000000000021,1.660891900000001
2016-12-06,sh.600375,6.6900000000,6.7400000000,6.6800000000,6.6800000000,6.6800000000,4459512,29904516.0000,2,0.802445,1,0.000000,1,6.83400000000002,1.5467741000000008
2016-12-07,sh.600375,6.6600000000,6.8700000000,6.6500000000,6.8400000000,6.6800000000,6662815,45246287.0000,2,1.198907,1,2.395215,1,6.81400000000002,1.483474200000001
2016-12-08,sh.600375,6.8400000000,6.9400000000,6.8000000000,6.8200000000,6.8400000000,6508600,44595703.0000,2,1.171158,1,-0.292397,1,6.796000000000021,1.4862309000000007
2016-12-09,sh.600375,6.8300000000,6.8700000000,6.7800000000,6.8400000000,6.8200000000,4732212,32304234.0000,2,0.8515149999999999,1,0.293255,1,6.781000000000022,1.3885987000000006
2016-12-12,sh.600375,6.8100000000,6.8700000000,6.5000000000,6.5000000000,6.8400000000,9975383,66014329.0000,2,1.7949709999999999,1,-4.970763,1,6.733000000000021,1.4048958000000007
2016-12-13,sh.600375,6.4400000000,6.5600000000,6.3200000000,6.4800000000,6.5000000000,6888698,44435287.0000,2,1.2395530000000001,1,-0.307692,1,6.688000000000022,1.3610065000000007
2016-12-14,sh.600375,6.4600000000,6.6500000000,6.4500000000,6.5500000000,6.4800000000,6028892,39591561.0000,2,1.0848389999999999,1,1.080250,1,6.677000000000023,1.1503320000000008
2016-12-15,sh.600375,6.5300000000,6.8800000000,6.5000000000,6.7400000000,6.5500000000,15298267,104242934.0000,2,2.752771,1,2.900757,1,6.679000000000022,1.286960600000001
2016-12-16,sh.600375,6.7200000000,6.9000000000,6.7200000000,6.7800000000,6.7400000000,10447663,71109757.0000,2,1.879953,1,0.593478,1,6.691000000000022,1.3719328000000008
2016-12-19,sh.600375,6.8200000000,6.8300000000,6.7500000000,6.8100000000,6.7800000000,4945876,33598960.0000,2,0.8899610000000001,1,0.442474,1,6.704000000000022,1.3666073000000007
2016-12-20,sh.600375,6.8200000000,6.8800000000,6.7500000000,6.8600000000,6.8100000000,6436698,43905308.0000,2,1.15822,1,0.734217,1,6.722000000000023,1.4021848000000008
2016-12-21,sh.600375,6.8400000000,6.9400000000,6.8100000000,6.8500000000,6.8600000000,5961298,40934424.0000,2,1.072676,1,-0.145776,1,6.723000000000022,1.3895617000000007
2016-12-22,sh.600375,6.8600000000,6.9700000000,6.8300000000,6.9200000000,6.8500000000,6571201,45330659.0000,2,1.1824219999999999,1,1.021900,1,6.733000000000021,1.3906881000000006
2016-12-23,sh.600375,6.9000000000,6.9400000000,6.7500000000,6.8600000000,6.9200000000,6740810,46046360.0000,2,1.212942,1,-0.867051,1,6.735000000000021,1.4268308000000007
2016-12-26,sh.600375,6.9400000000,7.0800000000,6.7800000000,6.8600000000,6.8600000000,14686024,101258845.0000,2,2.642604,1,0.000000,1,6.77100000000002,1.5115941000000006
2016-12-27,sh.600375,6.8300000000,6.9800000000,6.8200000000,6.9400000000,6.8600000000,9615974,66386955.0000,2,1.7302990000000003,1,1.166180,1,6.81700000000002,1.5606687000000004
2016-12-28,sh.600375,6.9200000000,7.1000000000,6.9100000000,7.0400000000,6.9400000000,11982961,84276881.0000,2,2.156215,1,1.440921,1,6.866000000000021,1.6678063000000005
2016-12-29,sh.600375,7.0200000000,7.1500000000,6.9800000000,6.9900000000,7.0400000000,9101363,64360261.0000,2,1.6377,1,-0.710230,1,6.891000000000021,1.5562992000000004
2016-12-30,sh.600375,7.0100000000,7.0600000000,6.9700000000,6.9900000000,6.9900000000,7981909,56035148.0000,2,1.436265,1,0.000000,1,6.91200000000002,1.5119304000000002
2017-01-03,sh.600375,7.0200000000,7.1500000000,7.0200000000,7.1000000000,6.9900000000,9011610,63889466.0000,2,1.62155,1,1.573679,1,6.941000000000019,1.5850893000000004
2017-01-04,sh.600375,7.1100000000,7.1600000000,7.0800000000,7.1400000000,7.1000000000,9614251,68420065.0000,2,1.729989,1,0.563380,1,6.96900000000002,1.6422662000000003
2017-01-05,sh.600375,7.1600000000,7.2300000000,7.0700000000,7.1100000000,7.1400000000,8476285,60501735.0000,2,1.525223,1,-0.420164,1,6.9950000000000205,1.6875209000000002
2017-01-06,sh.600375,7.0800000000,7.1100000000,7.0100000000,7.0600000000,7.1100000000,10721332,75523706.0000,2,1.929197,1,-0.703237,1,7.00900000000002,1.7621984000000002
2017-01-09,sh.600375,7.0500000000,7.1000000000,7.0300000000,7.0900000000,7.0600000000,8055614,56880848.0000,2,1.4495280000000001,1,0.424932,1,7.0320000000000205,1.785857
2017-01-10,sh.600375,7.0900000000,7.1200000000,7.0500000000,7.0800000000,7.0900000000,6772694,47971139.0000,2,1.218679,1,-0.141047,1,7.054000000000021,1.6434645000000003
2017-01-11,sh.600375,7.0700000000,7.0800000000,6.9600000000,6.9700000000,7.0800000000,8206402,57593613.0000,2,1.476661,1,-1.553674,1,7.057000000000021,1.6181007000000005
2017-01-12,sh.600375,7.1000000000,7.2300000000,6.9900000000,6.9900000000,6.9700000000,20565697,146229856.0000,2,3.700593,1,0.286944,1,7.052000000000019,1.7725385000000007
2017-01-13,sh.600375,6.9300000000,7.0800000000,6.8800000000,6.9300000000,6.9900000000,11120559,77630195.0000,2,2.001034,1,-0.858368,1,7.046000000000019,1.8088719000000009
2017-01-16,sh.600375,6.8500000000,6.9500000000,6.5800000000,6.5800000000,6.9300000000,12854725,86085640.0000,2,2.31308,1,-5.050504,1,7.005000000000019,1.8965534000000008
2017-01-17,sh.600375,6.4900000000,6.6200000000,6.4100000000,6.6100000000,6.5800000000,7989234,52144729.0000,2,1.437583,1,0.455930,1,6.95600000000002,1.878156700000001
2017-01-18,sh.600375,6.5900000000,6.7600000000,6.5700000000,6.6700000000,6.6100000000,5684731,38038355.0000,2,1.0229110000000001,1,0.907715,1,6.90900000000002,1.8074489000000011
2017-01-19,sh.600375,6.6700000000,6.6800000000,6.5800000000,6.6200000000,6.6700000000,3816402,25314970.0000,2,0.686724,1,-0.749628,1,6.860000000000021,1.7235990000000012
2017-01-20,sh.600375,6.6200000000,6.8300000000,6.6200000000,6.8000000000,6.6200000000,7852944,53247754.0000,2,1.413059,1,2.719038,1,6.83400000000002,1.6719852000000013
2017-01-23,sh.600375,6.8000000000,6.9700000000,6.7700000000,6.8900000000,6.8000000000,9004244,62116008.0000,2,1.6202239999999999,1,1.323525,1,6.81400000000002,1.6890548000000014
2017-01-24,sh.600375,6.8900000000,6.9600000000,6.8600000000,6.8900000000,6.8900000000,7770302,53757082.0000,2,1.398189,1,0.000000,1,6.79500000000002,1.707005800000001
2017-01-25,sh.600375,6.8600000000,6.9400000000,6.8000000000,6.8300000000,6.8900000000,12906040,88622791.0000,2,2.322314,1,-0.870826,1,6.78100000000002,1.791571100000001
2017-01-26,sh.600375,6.8400000000,6.8700000000,6.7700000000,6.8700000000,6.8300000000,10043471,68517680.0000,2,1.807223,1,0.585651,1,6.7690000000000214,1.6022341000000009
2017-02-03,sh.600375,6.8800000000,6.9700000000,6.8100000000,6.9500000000,6.8700000000,7432202,51320466.0000,2,1.337351,1,1.164482,1,6.77100000000002,1.535865800000001
2017-02-06,sh.600375,6.9600000000,7.1600000000,6.9600000000,7.0300000000,6.9500000000,14632010,103352395.0000,2,2.632885,1,1.151085,1,6.816000000000021,1.5678463000000007
2017-02-07,sh.600375,7.0400000000,7.1100000000,6.9900000000,7.0700000000,7.0300000000,12321193,86719620.0000,2,2.217076,1,0.568990,1,6.862000000000021,1.6457956000000007
2017-02-08,sh.600375,7.0900000000,7.2000000000,7.0300000000,7.1900000000,7.0700000000,14620598,104067585.0000,2,2.630831,1,1.697311,1,6.914000000000021,1.8065876000000007
2017-02-09,sh.600375,7.2000000000,7.3200000000,7.1700000000,7.2300000000,7.1900000000,15395560,111629712.0000,2,2.770278,1,0.556328,1,6.975000000000021,2.0149430000000006
2017-02-10,sh.600375,7.2700000000,7.2800000000,7.1700000000,7.2300000000,7.2300000000,15936792,115108302.0000,2,2.867667,1,0.000000,1,7.018000000000022,2.1604038000000005
2017-02-13,sh.600375,7.2300000000,7.4300000000,7.2000000000,7.3400000000,7.2300000000,14527723,106008654.0000,2,2.614119,1,1.521440,1,7.063000000000022,2.2597933000000006
2017-02-14,sh.600375,7.3200000000,7.4300000000,7.2800000000,7.3700000000,7.3400000000,11971218,88191161.0000,2,2.154102,1,0.408716,1,7.111000000000023,2.3353846000000007
2017-02-15,sh.600375,7.3600000000,7.4400000000,7.3200000000,7.3500000000,7.3700000000,12100013,89214650.0000,2,2.177277,1,-0.271370,1,7.1630000000000225,2.320880900000001
2017-02-16,sh.600375,7.3300000000,7.5900000000,7.3100000000,7.5500000000,7.3500000000,14794574,110711306.0000,2,2.662137,1,2.721092,1,7.231000000000021,2.406372300000001
2017-02-17,sh.600375,7.5700000000,7.7300000000,7.5000000000,7.5600000000,7.5500000000,13714165,103922729.0000,2,2.4677279999999997,1,0.132447,1,7.292000000000021,2.5194100000000015
2017-02-20,sh.600375,7.5500000000,7.6800000000,7.4900000000,7.6600000000,7.5600000000,11434001,86906952.0000,2,2.057435,1,1.322750,1,7.355000000000021,2.461865000000001
2017-02-21,sh.600375,7.6600000000,7.8100000000,7.6100000000,7.7100000000,7.6600000000,10807102,83516006.0000,2,1.9446310000000002,1,0.652744,1,7.41900000000002,2.434620500000001
2017-02-22,sh.600375,7.6900000000,7.8000000000,7.6700000000,7.7500000000,7.7100000000,8244401,63715209.0000,2,1.483498,1,0.518806,1,7.47500000000002,2.319887200000001
2017-02-23,sh.600375,7.7200000000,7.9000000000,7.7200000000,7.8700000000,7.7500000000,11413277,89229325.0000,2,2.053706,1,1.548386,1,7.53900000000002,2.2482300000000013
2017-02-24,sh.600375,7.8700000000,8.2600000000,7.8500000000,8.2000000000,7.8700000000,20325750,164067735.0000,2,3.6574169999999997,1,4.193138,1,7.63600000000002,2.327205000000001
2017-02-27,sh.600375,8.2600000000,8.3500000000,8.0400000000,8.2000000000,8.2000000000,18463624,151159088.0000,2,3.322346,1,0.000000,1,7.72200000000002,2.398027700000001
2017-02-28,sh.600375,8.1500000000,8.2200000000,7.8300000000,7.9600000000,8.2000000000,28153893,225328700.0000,2,5.066013,1,-2.926826,1,7.781000000000018,2.6892188000000012
2017-03-01,sh.600375,8.0200000000,8.3600000000,8.0200000000,8.3600000000,7.9600000000,13037655,107904739.0000,2,2.345997,1,5.025121,1,7.882000000000019,2.706090800000001
2017-03-02,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,1,7.96300000000002,
2017-03-03,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,1,8.043000000000019,
2017-03-06,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,1,8.113000000000019,
2017-03-07,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,1,8.17800000000002,
2017-03-08,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.23900000000002,
2017-03-09,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.28800000000002,
2017-03-10,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.30400000000002,
2017-03-13,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.320000000000018,
2017-03-14,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
2017-03-15,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
2017-03-16,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
2017-03-17,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
2017-03-20,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
2017-03-21,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
2017-03-22,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
2017-03-23,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
2017-03-24,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
2017-03-27,sh.600375,8.3600000000,8.3600000000,8.3600000000,8.3600000000,8.3600000000,0,0.0000,2,,0,0.000000,0,8.360000000000019,
