,stockName,nTrading,finalCapital,onHold
392,000920.SZ,0,10000.0,0
393,000921.SZ,0,10000.0,0
394,000922.SZ,0,10000.0,0
395,000923.SZ,0,10000.0,0
396,000925.SZ,0,10000.0,0
397,000926.SZ,0,10000.0,0
398,000927.SZ,0,10000.0,0
399,000928.SZ,0,10000.0,0
400,000929.SZ,0,10000.0,0
401,000930.SZ,0,10000.0,0
402,000931.SZ,0,10000.0,0
403,000932.SZ,1,11039.823008849558,0
404,000933.SZ,0,4457.142857142857,1
405,000935.SZ,0,10000.0,0
406,000936.SZ,0,10000.0,0
407,000937.SZ,0,10000.0,0
408,000938.SZ,0,10000.0,0
409,000939.SZ,0,10000.0,0
410,000948.SZ,0,10000.0,0
411,000949.SZ,0,10000.0,0
412,000951.SZ,0,10000.0,0
413,000952.SZ,0,10000.0,0
414,000953.SZ,0,10000.0,0
415,000955.SZ,0,7080.419580419581,1
416,000957.SZ,0,10000.0,0
417,000958.SZ,0,10000.0,0
418,000959.SZ,0,10000.0,0
419,000960.SZ,1,11012.6582278481,0
420,000961.SZ,0,10000.0,0
421,000962.SZ,0,10000.0,0
422,000963.SZ,0,5489.626556016598,1
423,000965.SZ,0,10000.0,0
424,000966.SZ,0,10000.0,0
425,000967.SZ,0,10000.0,0
426,000968.SZ,0,10000.0,0
427,000969.SZ,0,10000.0,0
428,000970.SZ,0,10000.0,0
429,000971.SZ,0,10000.0,0
430,000972.SZ,0,10000.0,0
431,000973.SZ,0,10000.0,0
432,000975.SZ,0,10000.0,0
433,000976.SZ,0,10000.0,0
434,000977.SZ,1,7500.605020381894,1
435,000978.SZ,0,10000.0,0
436,000979.SZ,0,10000.0,0
437,000980.SZ,0,10000.0,0
438,000981.SZ,0,10000.0,0
439,000982.SZ,0,10000.0,0
440,000983.SZ,0,5935.135135135136,1
441,000985.SZ,0,10000.0,0
442,000987.SZ,0,10000.0,0
443,000988.SZ,0,10000.0,0
444,000989.SZ,0,10000.0,0
445,000990.SZ,0,10000.0,0
446,000993.SZ,0,10000.0,0
447,000995.SZ,0,10000.0,0
448,000996.SZ,0,10000.0,0
449,000997.SZ,0,10000.0,0
450,000998.SZ,0,10000.0,0
451,000999.SZ,0,10000.0,0
452,001696.SZ,0,10000.0,0
453,001872.SZ,0,10000.0,0
454,001896.SZ,0,10000.0,0
455,001914.SZ,0,10000.0,0
456,001965.SZ,1,11002.661934338954,0
457,001979.SZ,0,7527.11496746204,1
458,002001.SZ,1,8652.772616606868,1
459,002002.SZ,0,10000.0,0
460,002003.SZ,0,10000.0,0
461,002004.SZ,0,10000.0,0
462,002005.SZ,0,10000.0,0
463,002006.SZ,0,10000.0,0
464,002007.SZ,1,10563.826878830181,1
465,002008.SZ,0,7377.885783718104,1
466,002009.SZ,0,10000.0,0
467,002010.SZ,0,10000.0,0
468,002011.SZ,0,10000.0,0
469,002012.SZ,0,10000.0,0
470,002013.SZ,0,10000.0,0
471,002014.SZ,0,10000.0,0
472,002015.SZ,0,10000.0,0
473,002016.SZ,1,11173.044925124794,0
474,002017.SZ,0,10000.0,0
475,002018.SZ,0,10000.0,0
476,002019.SZ,0,10000.0,0
477,002020.SZ,0,10000.0,0
478,002021.SZ,0,10000.0,0
479,002022.SZ,0,10000.0,0
480,002023.SZ,0,10000.0,0
481,002024.SZ,0,7411.587659894659,1
482,002025.SZ,0,10000.0,0
483,002026.SZ,0,10000.0,0
484,002027.SZ,1,6598.3025326066045,1
485,002028.SZ,0,10000.0,0
486,002029.SZ,0,10000.0,0
487,002030.SZ,0,10000.0,0
488,002031.SZ,0,10000.0,0
489,002032.SZ,0,10000.0,0
490,002033.SZ,0,10000.0,0
491,002034.SZ,0,10000.0,0
492,002035.SZ,0,10000.0,0
493,002036.SZ,0,10000.0,0
494,002037.SZ,0,10000.0,0
495,002038.SZ,0,6778.688524590164,1
496,002039.SZ,0,10000.0,0
497,002040.SZ,0,10000.0,0
498,002041.SZ,0,10000.0,0
499,002042.SZ,0,10000.0,0
500,002043.SZ,0,10000.0,0
501,002044.SZ,0,10000.0,0
502,002045.SZ,0,10000.0,0
503,002046.SZ,0,10000.0,0
504,002047.SZ,0,10000.0,0
505,002048.SZ,0,10000.0,0
506,002049.SZ,2,9791.679466948719,1
507,002050.SZ,0,10000.0,0
508,002051.SZ,0,10000.0,0
509,002052.SZ,0,10000.0,0
510,002053.SZ,0,10000.0,0
511,002054.SZ,0,9288.888888888889,1
512,002055.SZ,0,10000.0,0
513,002056.SZ,0,10000.0,0
514,002057.SZ,0,10000.0,0
515,002058.SZ,0,10000.0,0
516,002059.SZ,0,10000.0,0
517,002060.SZ,0,10000.0,0
518,002061.SZ,0,10000.0,0
519,002062.SZ,0,10000.0,0
520,002063.SZ,0,10000.0,0
521,002064.SZ,0,10000.0,0
522,002065.SZ,2,12780.971400486509,0
523,002066.SZ,0,10000.0,0
524,002067.SZ,0,10000.0,0
525,002068.SZ,0,10000.0,0
526,002069.SZ,0,10000.0,0
527,002071.SZ,0,10000.0,0
528,002072.SZ,0,10000.0,0
529,002073.SZ,0,10000.0,0
530,002074.SZ,0,10000.0,0
531,002076.SZ,0,10000.0,0
532,002077.SZ,0,10000.0,0
533,002078.SZ,0,10000.0,0
534,002079.SZ,0,10000.0,0
535,002080.SZ,0,10000.0,0
536,002081.SZ,0,10000.0,0
537,002082.SZ,0,10000.0,0
538,002083.SZ,0,10000.0,0
539,002084.SZ,0,10000.0,0
540,002085.SZ,0,10000.0,0
541,002086.SZ,0,10000.0,0
542,002087.SZ,0,10000.0,0
543,002088.SZ,0,10000.0,0
544,002089.SZ,0,10000.0,0
545,002090.SZ,0,10000.0,0
546,002091.SZ,0,10000.0,0
547,002092.SZ,0,5332.829046898637,1
548,002093.SZ,0,10000.0,0
549,002094.SZ,0,10000.0,0
550,002095.SZ,0,10000.0,0
551,002096.SZ,0,10000.0,0
552,002097.SZ,0,10000.0,0
553,002099.SZ,0,10000.0,0
554,002100.SZ,0,10000.0,0
555,002101.SZ,0,10000.0,0
556,002102.SZ,0,10000.0,0
557,002103.SZ,0,10000.0,0
558,002104.SZ,0,10000.0,0
559,002105.SZ,0,10000.0,0
560,002106.SZ,0,10000.0,0
561,002107.SZ,0,10000.0,0
562,002108.SZ,0,10000.0,0
563,002109.SZ,0,10000.0,0
564,002110.SZ,1,11142.294436238308,0
565,002111.SZ,0,10000.0,0
566,002112.SZ,0,10000.0,0
567,002114.SZ,0,10000.0,0
568,002115.SZ,0,10000.0,0
569,002116.SZ,0,10000.0,0
570,002117.SZ,0,10000.0,0
571,002118.SZ,0,10000.0,0
572,002119.SZ,0,10000.0,0
573,002120.SZ,0,10000.0,0
574,002121.SZ,0,10000.0,0
575,002122.SZ,0,10000.0,0
576,002123.SZ,0,10000.0,0
577,002124.SZ,0,10000.0,0
578,002125.SZ,0,10000.0,0
579,002126.SZ,0,10000.0,0
580,002127.SZ,0,10000.0,0
581,002128.SZ,0,7195.979899497489,1
582,002129.SZ,2,11109.806140477973,1
583,002130.SZ,0,10000.0,0
584,002131.SZ,0,10000.0,0
585,002132.SZ,0,10000.0,0
586,002133.SZ,0,10000.0,0
587,002134.SZ,0,10000.0,0
588,002135.SZ,0,10000.0,0
589,002136.SZ,0,10000.0,0
590,002137.SZ,0,10000.0,0
591,002138.SZ,0,10000.0,0
592,002139.SZ,0,10000.0,0
593,002140.SZ,0,10000.0,0
594,002141.SZ,0,10000.0,0
595,002142.SZ,0,10000.0,0
596,002143.SZ,0,10000.0,0
597,002144.SZ,0,10000.0,0
598,002145.SZ,0,10000.0,0
599,002146.SZ,0,6889.081455805894,1
600,002148.SZ,0,10000.0,0
601,002149.SZ,0,10000.0,0
602,002150.SZ,0,10000.0,0
603,002151.SZ,0,10000.0,0
604,002152.SZ,0,10000.0,0
605,002153.SZ,0,10000.0,0
606,002154.SZ,0,10000.0,0
607,002155.SZ,0,10000.0,0
608,002156.SZ,0,10000.0,0
609,002157.SZ,0,10000.0,0
610,002158.SZ,0,10000.0,0
611,002159.SZ,0,10000.0,0
612,002160.SZ,0,10000.0,0
613,002161.SZ,0,10000.0,0
614,002162.SZ,0,10000.0,0
615,002163.SZ,0,10000.0,0
616,002164.SZ,0,10000.0,0
617,002165.SZ,0,10000.0,0
618,002166.SZ,0,10000.0,0
619,002167.SZ,0,10000.0,0
620,002168.SZ,0,10000.0,0
621,002169.SZ,0,10000.0,0
622,002170.SZ,0,10000.0,0
623,002171.SZ,0,10000.0,0
624,002172.SZ,0,10000.0,0
625,002173.SZ,0,10000.0,0
626,002174.SZ,0,10000.0,0
627,002175.SZ,0,10000.0,0
628,002176.SZ,1,11060.60606060606,0
629,002177.SZ,0,10000.0,0
630,002178.SZ,0,10000.0,0
631,002179.SZ,0,10000.0,0
632,002180.SZ,0,10000.0,0
633,002181.SZ,0,10000.0,0
634,002182.SZ,0,10000.0,0
635,002183.SZ,0,10000.0,0
636,002184.SZ,0,10000.0,0
637,002185.SZ,0,10000.0,0
638,002186.SZ,0,10000.0,0
639,002187.SZ,0,10000.0,0
640,002188.SZ,0,10000.0,0
641,002189.SZ,0,10000.0,0
642,002190.SZ,0,10000.0,0
643,002191.SZ,0,10000.0,0
644,002192.SZ,0,10000.0,0
645,002193.SZ,0,10000.0,0
646,002194.SZ,0,10000.0,0
647,002195.SZ,0,6395.147313691508,1
648,002196.SZ,0,10000.0,0
649,002197.SZ,0,10000.0,0
650,002198.SZ,0,10000.0,0
651,002199.SZ,0,10000.0,0
652,002200.SZ,0,10000.0,0
653,002201.SZ,0,10000.0,0
654,002202.SZ,1,11283.52490421456,0
655,002203.SZ,0,10000.0,0
656,002204.SZ,0,10000.0,0
657,002205.SZ,0,10000.0,0
658,002206.SZ,0,10000.0,0
659,002207.SZ,0,10000.0,0
660,002208.SZ,0,10000.0,0
661,002209.SZ,0,10000.0,0
662,002210.SZ,0,6950.757575757576,1
663,002211.SZ,0,10000.0,0
664,002212.SZ,0,10000.0,0
665,002213.SZ,0,10000.0,0
666,002214.SZ,0,10000.0,0
667,002215.SZ,0,10000.0,0
668,002216.SZ,0,10000.0,0
669,002217.SZ,0,10000.0,0
670,002218.SZ,0,10000.0,0
671,002219.SZ,0,10000.0,0
672,002220.SZ,0,10000.0,0
673,002221.SZ,0,10000.0,0
674,002222.SZ,0,10000.0,0
675,002223.SZ,0,10000.0,0
676,002224.SZ,0,10000.0,0
677,002225.SZ,0,10000.0,0
678,002226.SZ,0,8371.71052631579,1
679,002227.SZ,0,10000.0,0
680,002228.SZ,0,10000.0,0
681,002229.SZ,1,11049.327354260091,0
682,002230.SZ,2,7865.432964100967,1
683,002231.SZ,0,10000.0,0
684,002232.SZ,0,10000.0,0
685,002233.SZ,0,10000.0,0
686,002234.SZ,0,10000.0,0
687,002235.SZ,0,4238.683127572017,1
688,002236.SZ,1,7755.965812532643,1
689,002237.SZ,0,10000.0,0
690,002238.SZ,0,10000.0,0
691,002239.SZ,0,10000.0,0
692,002240.SZ,0,10000.0,0
693,002241.SZ,1,5706.4392324093815,1
694,002242.SZ,0,10000.0,0
695,002243.SZ,1,11945.701357466065,0
696,002244.SZ,0,10000.0,0
697,002245.SZ,0,10000.0,0
698,002246.SZ,0,10000.0,0
699,002247.SZ,0,10000.0,0
700,002248.SZ,0,10000.0,0
701,002249.SZ,0,10000.0,0
702,002250.SZ,0,10000.0,0
703,002251.SZ,0,10000.0,0
704,002253.SZ,0,10000.0,0
705,002254.SZ,0,10000.0,0
706,002255.SZ,0,10000.0,0
707,002256.SZ,0,6689.342403628118,1
708,002258.SZ,0,10000.0,0
709,002259.SZ,0,10000.0,0
710,002260.SZ,0,10000.0,0
711,002261.SZ,0,10000.0,0
712,002262.SZ,0,10000.0,0
713,002263.SZ,0,10000.0,0
714,002264.SZ,0,5913.312693498453,1
715,002265.SZ,0,10000.0,0
716,002266.SZ,0,10000.0,0
717,002267.SZ,0,10000.0,0
718,002268.SZ,0,10000.0,0
719,002269.SZ,0,10000.0,0
720,002270.SZ,0,10000.0,0
721,002271.SZ,0,10000.0,0
722,002272.SZ,0,10000.0,0
723,002273.SZ,0,10000.0,0
724,002274.SZ,0,10000.0,0
725,002275.SZ,0,10000.0,0
726,002276.SZ,0,10000.0,0
727,002277.SZ,0,10000.0,0
728,002278.SZ,0,10000.0,0
729,002279.SZ,0,10000.0,0
730,002280.SZ,0,10000.0,0
731,002281.SZ,1,11020.329881089374,0
732,002282.SZ,0,10000.0,0
733,002283.SZ,0,10000.0,0
734,002284.SZ,0,10000.0,0
735,002285.SZ,0,10000.0,0
736,002286.SZ,0,10000.0,0
737,002287.SZ,0,10000.0,0
738,002288.SZ,1,11008.968609865471,0
739,002289.SZ,0,10000.0,0
740,002290.SZ,0,10000.0,0
741,002291.SZ,0,10000.0,0
742,002292.SZ,0,10000.0,0
743,002293.SZ,0,10000.0,0
744,002294.SZ,0,10000.0,0
745,002295.SZ,0,10000.0,0
746,002296.SZ,0,10000.0,0
747,002297.SZ,0,10000.0,0
748,002298.SZ,0,10000.0,0
749,002299.SZ,0,10000.0,0
750,002300.SZ,0,10000.0,0
751,002301.SZ,0,10000.0,0
752,002302.SZ,0,10000.0,0
753,002303.SZ,0,10000.0,0
754,002304.SZ,0,9866.666666666666,1
755,002305.SZ,0,10000.0,0
756,002306.SZ,0,10000.0,0
757,002307.SZ,0,10000.0,0
758,002308.SZ,0,10000.0,0
