,stockName,nTrading,finalCapital,onHold
0,000001.SZ,0,10000.0,0
1,000002.SZ,0,10000.0,0
2,000004.SZ,0,10000.0,0
3,000005.SZ,1,11676.829268292684,0
4,000006.SZ,0,9622.980251346498,1
5,000007.SZ,2,12509.121193853513,0
6,000008.SZ,0,9120.603015075378,1
7,000009.SZ,0,10672.41379310345,1
8,000010.SZ,2,12303.713045894701,0
9,000011.SZ,1,11516.533637400227,0
10,000012.SZ,0,10547.368421052632,1
11,000014.SZ,1,11051.524710830705,0
12,000016.SZ,1,11180.555555555557,0
13,000017.SZ,2,12871.607203823833,0
14,000018.SZ,1,1182.8392774432612,1
15,000019.SZ,1,11020.114942528737,0
16,000020.SZ,0,10000.0,0
17,000021.SZ,2,13005.819856856286,0
18,000023.SZ,1,11024.622716441621,0
19,000025.SZ,0,7022.192779065916,1
20,000026.SZ,1,11006.622516556292,0
21,000027.SZ,0,10000.0,0
22,000028.SZ,0,10000.0,0
23,000030.SZ,0,9577.464788732395,1
24,000031.SZ,0,10000.0,0
25,000032.SZ,1,11018.181818181818,0
26,000034.SZ,0,10000.0,0
27,000035.SZ,1,11533.333333333334,0
28,000036.SZ,0,8434.442270058707,1
29,000037.SZ,1,11777.188328912467,0
30,000038.SZ,3,14465.940961909899,0
31,000039.SZ,0,7618.3087664856475,1
32,000040.SZ,0,5211.970074812968,1
33,000042.SZ,0,10000.0,0
34,000043.SZ,0,10000.0,0
35,000045.SZ,0,10000.0,0
36,000046.SZ,0,7120.500782472614,1
37,000048.SZ,0,10000.0,0
38,000049.SZ,1,11071.077628562069,0
39,000050.SZ,1,11063.67583212735,0
40,000055.SZ,1,7899.2781412136255,1
41,000056.SZ,0,7125.645438898451,1
42,000058.SZ,3,11551.15592156508,1
43,000059.SZ,0,10000.0,0
44,000060.SZ,0,9307.359307359306,1
45,000061.SZ,1,11187.739463601534,0
46,000062.SZ,0,7347.781217750257,1
47,000063.SZ,2,13310.12501455242,0
48,000065.SZ,0,7508.680555555556,1
49,000066.SZ,1,11041.420118343198,0
50,000068.SZ,2,10523.908150792575,1
51,000069.SZ,0,10000.0,0
52,000070.SZ,3,13905.206150666772,0
53,000078.SZ,1,11902.99802344705,1
54,000088.SZ,0,9095.315024232634,1
55,000089.SZ,0,10000.0,0
56,000090.SZ,0,8141.321044546851,1
57,000096.SZ,0,10000.0,0
58,000099.SZ,1,11418.12865497076,0
59,000100.SZ,0,10000.0,0
60,000150.SZ,1,5003.75856137514,1
61,000151.SZ,0,8039.816232771822,1
62,000153.SZ,0,10000.0,0
63,000155.SZ,0,10093.240093240092,1
64,000156.SZ,0,10000.0,0
65,000157.SZ,0,10000.0,0
66,000158.SZ,1,11054.545454545454,0
67,000159.SZ,0,5263.644773358003,1
68,000166.SZ,0,10893.617021276596,1
69,000301.SZ,0,10000.0,0
70,000333.SZ,0,10000.0,0
71,000338.SZ,1,11207.04845814978,0
72,000400.SZ,1,11292.134831460675,0
73,000401.SZ,1,11267.511674449634,0
74,000402.SZ,0,10000.0,0
75,000403.SZ,0,10000.0,0
76,000404.SZ,0,9018.26484018265,1
77,000407.SZ,0,8240.74074074074,1
78,000408.SZ,0,7760.2523659306,1
79,000409.SZ,1,9069.30284047082,1
80,000410.SZ,1,10482.752225519287,1
81,000411.SZ,1,11050.080775444265,0
82,000413.SZ,0,5773.195876288659,1
83,000415.SZ,0,9476.309226932668,1
84,000416.SZ,0,9143.32784184514,1
85,000417.SZ,0,10000.0,0
86,000418.SZ,0,10000.0,0
87,000419.SZ,0,9827.956989247312,1
88,000420.SZ,1,11054.852320675105,0
89,000421.SZ,0,9597.457627118645,1
90,000422.SZ,0,6791.569086651055,1
91,000423.SZ,0,8077.186572276775,1
92,000425.SZ,1,11264.916467780427,0
93,000426.SZ,2,12189.0943877551,0
94,000428.SZ,1,11003.584229390679,0
95,000429.SZ,0,10000.0,0
96,000430.SZ,1,11236.559139784946,0
97,000488.SZ,0,9221.014492753624,1
98,000498.SZ,0,8509.090909090908,1
99,000501.SZ,0,10000.0,0
100,000502.SZ,0,8879.20298879203,1
101,000503.SZ,0,8564.282141070536,1
102,000504.SZ,0,6253.869969040247,1
103,000505.SZ,2,13810.13982164483,0
104,000506.SZ,2,12437.971754690861,1
105,000507.SZ,0,9417.177914110429,1
106,000509.SZ,1,8726.443892710326,1
107,000510.SZ,0,8286.852589641436,1
108,000513.SZ,1,11242.556570067485,0
109,000514.SZ,0,8380.782918149465,1
110,000516.SZ,0,8110.367892976587,1
111,000517.SZ,1,11713.147410358566,0
112,000518.SZ,2,12870.465225563908,1
