,stockName,nTrading,finalCapital,onHold
187,000612.SZ,0,10000,0
188,000613.SZ,0,10000,0
189,000615.SZ,0,10000,0
190,000616.SZ,0,10000,0
191,000617.SZ,0,10000,0
192,000619.SZ,0,10000,0
193,000620.SZ,0,10000,0
194,000622.SZ,0,10000,0
195,000623.SZ,0,10000,0
196,000625.SZ,0,10000,0
197,000626.SZ,0,10000,0
198,000627.SZ,0,10000,0
199,000628.SZ,0,10000,0
200,000629.SZ,0,10000,0
201,000630.SZ,0,10000,0
202,000631.SZ,0,10000,0
203,000632.SZ,0,10000,0
204,000633.SZ,0,10000,0
205,000635.SZ,0,10000,0
206,000636.SZ,0,10000,0
207,000637.SZ,0,10000,0
208,000638.SZ,0,10000,0
209,000639.SZ,0,10000,0
210,000650.SZ,0,10000,0
211,000651.SZ,0,10000,0
212,000652.SZ,0,10000,0
213,000655.SZ,0,10000,0
214,000656.SZ,0,10000,0
215,000657.SZ,0,10000,0
216,000659.SZ,0,10000,0
217,000661.SZ,0,10000,0
218,000662.SZ,0,10000,0
219,000663.SZ,0,10000,0
220,000665.SZ,0,10000,0
221,000666.SZ,0,10000,0
222,000667.SZ,0,10000,0
223,000668.SZ,0,10000,0
224,000669.SZ,0,10000,0
225,000670.SZ,0,10000,0
226,000671.SZ,0,10000,0
227,000672.SZ,0,10000,0
228,000673.SZ,0,10000,0
229,000676.SZ,0,10000,0
230,000677.SZ,0,10000,0
231,000678.SZ,0,10000,0
232,000679.SZ,0,10000,0
233,000680.SZ,0,10000,0
234,000681.SZ,0,10000,0
235,000682.SZ,0,10000,0
236,000683.SZ,0,10000,0
237,000685.SZ,0,10000,0
238,000686.SZ,0,10000,0
239,000687.SZ,0,10000,0
240,000688.SZ,0,10000,0
241,000690.SZ,0,10000,0
242,000691.SZ,0,10000,0
243,000692.SZ,0,10000,0
244,000693.SZ,0,10000,0
245,000695.SZ,0,10000,0
246,000697.SZ,0,10000,0
247,000698.SZ,0,10000,0
248,000700.SZ,0,10000,0
249,000701.SZ,0,10000,0
250,000702.SZ,0,10000,0
251,000703.SZ,0,10000,0
252,000705.SZ,0,10000,0
253,000707.SZ,0,10000,0
254,000708.SZ,0,10000,0
255,000709.SZ,0,10000,0
256,000710.SZ,0,10000,0
257,000711.SZ,0,10000,0
258,000712.SZ,0,10000,0
259,000713.SZ,0,10000,0
260,000715.SZ,0,10000,0
261,000716.SZ,0,10000,0
262,000717.SZ,0,10000,0
263,000718.SZ,0,10000,0
264,000719.SZ,0,10000,0
265,000720.SZ,0,10000,0
266,000721.SZ,0,10000,0
267,000722.SZ,0,10000,0
268,000723.SZ,0,10000,0
269,000725.SZ,0,10000,0
270,000726.SZ,0,10000,0
271,000727.SZ,0,10000,0
272,000728.SZ,0,10000,0
273,000729.SZ,0,10000,0
274,000731.SZ,0,10000,0
275,000732.SZ,0,10000,0
276,000733.SZ,0,10000,0
277,000735.SZ,0,10000,0
278,000736.SZ,0,10000,0
279,000737.SZ,0,10000,0
280,000738.SZ,0,10000,0
281,000739.SZ,0,10000,0
282,000750.SZ,0,10000,0
283,000751.SZ,0,10000,0
284,000752.SZ,0,10000,0
285,000753.SZ,0,10000,0
286,000755.SZ,0,10000,0
287,000756.SZ,0,10000,0
288,000757.SZ,0,10000,0
289,000758.SZ,0,10000,0
290,000759.SZ,0,10000,0
291,000760.SZ,0,10000,0
292,000761.SZ,0,10000,0
293,000762.SZ,0,10000,0
294,000766.SZ,0,10000,0
295,000767.SZ,0,10000,0
296,000768.SZ,0,10000,0
297,000776.SZ,0,10000,0
298,000777.SZ,0,10000,0
299,000778.SZ,0,10000,0
